Year,SalaryUSD,Country
2018,168000,United States
2018,135000,United States
2018,109000,United States
2018,143000,United States
2018,50000,United Kingdom
2018,113000,United States
2018,120000,United States
2018,75000,United States
2018,172000,United States
2018,47300,United Kingdom
2018,163000,United States
2018,102000,United States
2018,108000,United States
2018,95000,United States
2018,80000,United States
2018,108000,United States
2018,67000,United Kingdom
2018,56,Brazil
2018,31000,Hungary
2018,125000,United States
2018,93000,United States
2018,90000,United States
2018,44000,United States
2018,82000,United States
2018,135000,United States
2018,160000,United States
2018,91000,United States
2018,75110,United States
2018,60000,Greece
2018,100000,United States
2018,58000,Canada
2018,90000,United States
2018,130000,United States
2018,125000,United States
2018,160000,United States
2018,94000,United States
2018,79000,United States
2018,84000,United States
2018,89750,United States
2018,26000,United Kingdom
2018,85000,United States
2018,80000,United States
2018,110000,United States
2018,130000,United States
2018,80000,United States
2018,82500,United States
2018,100000,United States
2018,73000,Czech Republic
2018,125000,United States
2018,115000,United Kingdom
2018,22000,Brazil
2018,74000,United States
2018,145000,United States
2018,138000,United States
2018,65000,United States
2018,80000,Sweden
2018,90000,Canada
2018,96000,United States
2018,106000,United States
2018,80200,United Kingdom
2018,98866,Australia
2018,96000,United States
2018,100000,United States
2018,350000,United States
2018,53000,United Kingdom
2018,94000,United States
2018,97000,United States
2018,125000,United States
2018,17000,India
2018,87000,United States
2018,60000,United Kingdom
2018,87600,Finland
2018,36000,South Africa
2018,138000,United States
2018,85000,United States
2018,7500,Colombia
2018,140000,New Zealand
2018,88000,Germany
2018,1967,Portugal
2018,51000,New Zealand
2018,30692,Portugal
2018,64000,New Zealand
2018,80000,United States
2018,235000,United States
2018,90500,Denmark
2018,135500,Denmark
2018,60000,India
2018,128000,Italy
2018,112000,United States
2018,54000,Poland
2018,19600,Portugal
2018,32000,United States
2018,83664,New Zealand
2018,84000,Australia
2018,160000,United States
2018,71200,Australia
2018,73574,Australia
2018,102000,United States
2018,100000,Australia
2018,112000,United States
2018,90000,Australia
2018,60000,Sweden
2018,59000,Sweden
2018,54000,Australia
2018,83234,United Kingdom
2018,72000,Sweden
2018,93711,United Kingdom
2018,54500,United Kingdom
2018,48000,United Kingdom
2018,33000,Hungary
2018,106500,United States
2018,50000,Turkey
2018,140000,United States
2018,67600,Singapore
2018,1375000,United States
2018,70000,United States
2018,180000,Australia
2018,115000,Australia
2018,72500,New Zealand
2018,110000,Australia
2018,84500,Australia
2018,83000,United States
2018,95000,United States
2018,56500,United States
2018,66000,Australia
2018,110000,United States
2018,100000,United States
2018,85000,United States
2018,121000,United States
2018,31650,India
2018,97000,United States
2018,140000,United States
2018,81500,United States
2018,109000,United States
2018,156000,United States
2018,34466,Australia
2018,486000,Australia
2018,220000,United States
2018,110000,Israel
2018,45352,South Africa
2018,50250,Jordan
2018,55000,Russia
2018,57000,Sweden
2018,55000,South Africa
2018,27000,Turkey
2018,55900,South Africa
2018,25000,France
2018,45000,Slovenia
2018,52942,Sweden
2018,90000,Denmark
2018,56000,Sweden
2018,24800,Czech Republic
2018,143000,Denmark
2018,43000,Belgium
2018,68000,Romania
2018,79000,United States
2018,34100,Czech Republic
2018,107000,Denmark
2018,79000,Denmark
2018,77000,South Africa
2018,27000,Slovakia
2018,69000,Denmark
2018,47000,United Kingdom
2018,46000,Czech Republic
2018,47000,Spain
2018,100500,Germany
2018,56000,Belgium
2018,56000,United Kingdom
2018,55000,Sweden
2018,66961.5,United Kingdom
2018,52000,United Kingdom
2018,93000,United States
2018,45000,Italy
2018,61636,United Kingdom
2018,85000,Germany
2018,44000,France
2018,56280,United Kingdom
2018,62239,United Kingdom
2018,65000,United Kingdom
2018,82000,United Kingdom
2018,61562,United Kingdom
2018,84500,United Kingdom
2018,67000,United Kingdom
2018,56900,United Kingdom
2018,48240,United Kingdom
2018,60000,Ireland
2018,10650,Croatia
2018,67050,Netherlands
2018,81000,United Kingdom
2018,50000,United Kingdom
2018,91200,United Kingdom
2018,101000,Germany
2018,64651,Germany
2018,83000,United Kingdom
2018,73702,United Kingdom
2018,44500,United Kingdom
2018,71600,Sweden
2018,66000,Germany
2018,70000,Norway
2018,67060,United Kingdom
2018,104000,United Kingdom
2018,90000,United Kingdom
2018,46500,Finland
2018,55000,United Kingdom
2018,40000,Germany
2018,175000,United States
2018,58000,United Kingdom
2018,32000,Brazil
2018,54952,United Kingdom
2018,55000,United Kingdom
2018,15600,India
2018,138000,United States
2018,60267,United Kingdom
2018,75000,United Kingdom
2018,160000,United Kingdom
2018,62000,Sweden
2018,50000,Austria
2018,52050,United Kingdom
2018,87100,United Kingdom
2018,67000,United Kingdom
2018,63000,Austria
2018,80000,Germany
2018,68500,United Kingdom
2018,54600,India
2018,38000,Hungary
2018,109000,United States
2018,53000,United Kingdom
2018,56000,United Kingdom
2018,106000,United States
2018,110000,United States
2018,82000,United States
2018,65000,United States
2018,97000,United States
2018,23000,Italy
2018,86500,United States
2018,65000,United States
2018,72000,United States
2018,75000,United States
2018,65000,United States
2018,60000,United States
2018,102000,United States
2018,45000,United States
2018,65000,United States
2018,67000,United States
2018,130000,United States
2018,66625,United States
2018,24145.2,United Kingdom
2018,111000,United States
2018,185000,Uganda
2018,140000,United States
2018,160000,United States
2018,90000,United States
2018,100000,United States
2018,50000,Belgium
2018,128000,United States
2018,200000,United States
2018,79000,United States
2018,85000,Canada
2018,160000,United States
2018,90000,United States
2018,151000,United States
2018,130000,United States
2018,113650,United States
2018,108707,United States
2018,62000,United States
2018,109000,United States
2018,153000,United States
2018,88000,United States
2018,160000,United States
2018,94500,United States
2018,63000,United States
2018,98500,United States
2018,80000,Switzerland
2018,70000,United States
2018,142000,United States
2018,76000,United States
2018,110000,United States
2018,50000,Netherlands
2018,125000,United States
2018,61000,United States
2018,75000,United States
2018,107000,United States
2018,117000,United States
2018,57000,Belgium
2018,135300,United States
2018,4200,Portugal
2018,105000,United States
2018,130000,United States
2018,325000,United States
2018,60360,United Kingdom
2018,70000,United States
2018,73000,United States
2018,120000,United States
2018,96000,United States
2018,122000,United States
2018,93000,United States
2018,85571,United States
2018,100000,Belarus
2018,125000,United States
2018,67000,Canada
2018,83000,United States
2018,65000,United States
2018,88000,United States
2018,77000,Canada
2018,99000,United States
2018,41300,Malta
2018,155000,United States
2018,122000,United States
2018,113000,United States
2018,65000,United States
2018,30000,Netherlands
2018,84000,United States
2018,225000,United States
2018,75000,Finland
2018,100000,United States
2018,84460,United States
2018,84000,United States
2018,28000,Mexico
2018,50000,Canada
2018,47000,Netherlands
2018,102500,United States
2018,100000,United States
2018,55000,Canada
2018,90000,Czech Republic
2018,57641,United Kingdom
2018,88000,United States
2018,88000,United States
2018,120000,United States
2018,72000,United States
2018,55000,Canada
2018,115000,United States
2018,41000,Turkey
2018,130000,United States
2018,150000,United States
2018,120000,United States
2018,110000,United States
2018,170000,Switzerland
2018,105000,United States
2018,34000,Italy
2018,80000,United States
2018,52000,United States
2018,198000,United States
2018,43000,Sweden
2018,100000,United States
2018,131000,United States
2018,90000,United States
2018,85000,United States
2018,101000,United States
2018,96000,United States
2018,66000,Canada
2018,62000,Canada
2018,80100,United States
2018,85000,Sweden
2018,42000,Spain
2018,110000,United States
2018,140000,United States
2018,64000,United States
2018,138000,United States
2018,105000,United States
2018,100000,United States
2018,63000,Estonia
2018,60000,United States
2018,115000,United States
2018,150000,United States
2018,80000,Netherlands
2018,87000,United States
2018,140000,Switzerland
2018,61200,United States
2018,66000,United States
2018,58500,Canada
2018,425000,United States
2018,180000,Israel
2018,55000,United Kingdom
2018,100000,United States
2018,43000,United Kingdom
2018,132000,United States
2018,115000,United States
2018,165000,United States
2018,178000,United States
2018,60000,United Kingdom
2018,91865,United States
2018,82000,United States
2018,42000,United Kingdom
2018,65700,Canada
2018,43000,Colombia
2018,55742,Canada
2018,80000,United States
2018,70000,United States
2018,90000,United States
2018,69000,United States
2018,62000,United States
2018,90000,Israel
2018,48262,United Kingdom
2018,105000,United States
2018,69700,United Kingdom
2018,100000,United States
2018,117000,United States
2018,102800,United States
2018,105000,United States
2018,175000,United States
2018,88000,United States
2018,115000,United States
2018,66000,United States
2018,93000,United States
2018,65000,United States
2018,90000,United States
2018,90000,United States
2018,4000,South Africa
2018,134000,United States
2018,131000,United States
2018,101000,United States
2018,140000,United States
2018,50000,Sweden
2018,62000,United States
2018,103900,United States
2018,120000,United States
2018,140000,United States
2018,86000,Canada
2018,73700,United Kingdom
2018,96000,United States
2018,96000,United States
2018,1600,Argentina
2018,110000,United States
2018,92500,United States
2018,80000,United States
2018,55000,Netherlands
2018,65000,United Kingdom
2018,43600,United Kingdom
2018,87500,United States
2018,135000,United States
2018,47677,United Kingdom
2018,147000,United States
2018,155000,United States
2018,140000,United States
2018,1000000,United States
2018,72000,United States
2018,95000,United States
2018,23000,Russia
2018,75000,United States
2018,120000,United States
2018,128800,United States
2018,83000,United States
2018,54000,United Kingdom
2018,55000,United Kingdom
2018,60000,Canada
2018,50000,United States
2018,128000,United States
2018,110000,United States
2018,51000,United States
2018,137443,United States
2018,107000,United States
2018,70000,United States
2018,125000,United States
2018,92747,Israel
2018,125000,United States
2018,95378,United States
2018,89600,United States
2018,140000,United States
2018,95000,United States
2018,68000,United States
2018,105000,United States
2018,123217,United States
2018,80000,United States
2018,100000,United States
2018,86150,United States
2018,95000,United States
2018,97000,United States
2018,67000,United States
2018,62000,United States
2018,114000,United States
2018,152000,United States
2018,48000,United States
2018,165000,United States
2018,113000,United States
2018,75000,United States
2018,117500,United States
2018,114000,United States
2018,164000,United States
2018,120000,United States
2018,104000,United States
2018,100000,United States
2018,88000,United States
2018,121000,United States
2018,105000,United States
2018,58000,United Arab Emirates
2018,118000,United States
2018,82000,United States
2018,73500,France
2018,54000,United States
2018,240000,United States
2018,90000,United States
2018,75000,United States
2018,75000,United States
2018,105000,United States
2018,40000,Mexico
2018,53500,United States
2018,82000,United States
2018,105000,Canada
2018,52000,United States
2018,150000,Canada
2018,74000,United States
2018,115000,United States
2018,85000,United States
2018,60000,Netherlands
2018,110000,Canada
2018,82000,United States
2018,205000,United States
2018,42910,United Kingdom
2018,65000,United States
2018,98000,Canada
2018,115000,United Arab Emirates
2018,82500,United States
2018,65000,United Kingdom
2018,82000,United Kingdom
2018,75524,United States
2018,156000,United States
2018,130000,United States
2018,160000,United States
2018,125000,United States
2018,115000,United States
2018,120000,United States
2018,90435.3,United Kingdom
2018,78000,Canada
2018,100000,United States
2018,85000,United States
2018,60000,United States
2018,85500,United States
2018,93000,United States
2018,68000,United States
2018,80000,United States
2018,89000,United States
2018,63000,Pakistan
2018,83000,Sweden
2018,75000,United States
2018,109000,United States
2018,75200,United States
2018,146000,United States
2018,89000,United States
2018,85000,Canada
2018,84000,United Kingdom
2018,137000,United States
2018,90000,United States
2018,136000,United States
2018,65000,United States
2018,129000,United States
2018,160000,United States
2018,125000,United States
2018,60000,United Kingdom
2018,120000,United States
2018,68000,United States
2018,705000,United States
2018,107900,United States
2018,75000,United Kingdom
2018,116000,United States
2018,66152,Canada
2018,120000,United States
2018,92000,United States
2018,110000,United States
2018,54462,Canada
2018,45500,Belgium
2018,96000,United States
2018,90000,United States
2018,68000,United States
2018,90000,United States
2018,130000,United States
2018,35000,Russia
2018,110000,United States
2018,68000,United States
2018,89000,United States
2018,30000,Russia
2018,95532,United States
2018,70000,United States
2018,95000,United States
2018,65000,United States
2018,48000,United Kingdom
2018,40000,United States
2018,143800,United States
2018,100000,United States
2018,76000,United States
2018,58000,United States
2018,80000,United States
2018,110000,United States
2018,61671,France
2018,110000,United States
2018,105000,United States
2018,49793.92,Canada
2018,83500,United States
2018,144000,United States
2018,100000,Canada
2018,106000,United States
2018,87000,United States
2018,48000,Puerto Rico
2018,94000,United States
2018,98000,United States
2018,78000,United States
2018,68367,United Kingdom
2018,145000,United States
2018,60000,Canada
2018,47500,France
2018,92103,United States
2018,85000,United States
2018,125000,United States
2018,100000,United States
2018,53620,United Kingdom
2018,80500,United Kingdom
2018,69092,Canada
2018,58000,United States
2018,102000,United States
2018,53443,Spain
2018,160000,United States
2018,150000,United States
2018,52916,Canada
2018,90000,United States
2018,112000,United States
2018,120000,United States
2018,122000,United States
2018,85000,Canada
2018,62000,Canada
2018,43000,Netherlands
2018,65240,United States
2018,105000,United States
2018,126000,United States
2018,109000,United States
2018,63344,United States
2018,160000,United States
2018,118000,United States
2018,96000,United States
2018,66000,United States
2018,108000,United States
2018,57000,United States
2018,118000,United Kingdom
2018,100000,United States
2018,150000,Canada
2018,98000,United States
2018,95000,United States
2018,115000,United Kingdom
2018,85000,United States
2018,44000,United Kingdom
2018,128500,United States
2018,125000,United States
2018,90000,United States
2018,82000,United States
2018,65000,United States
2018,112000,United States
2018,77000,Australia
2018,115000,United States
2018,133000,United States
2018,150000,United Kingdom
2018,88000,United States
2018,82000,United States
2018,80000,United States
2018,38000,Slovakia
2018,125000,United States
2018,150000,United States
2018,90000,United States
2018,120000,United States
2018,57706,United Kingdom
2018,300000,United States
2018,118556,United States
2018,160000,United States
2018,65000,United Kingdom
2018,98000,United States
2018,150000,United States
2018,106000,United States
2018,90000,United States
2018,60000,India
2018,98000,United States
2018,62700,United States
2018,118000,United States
2018,115000,United States
2018,62700,United States
2018,54000,United States
2018,43000,Romania
2018,121000,United States
2018,104000,United States
2018,120000,United States
2018,122500,United States
2018,123000,United States
2018,72000,United States
2018,126000,United States
2018,58000,United States
2018,115000,United States
2018,49500,United Kingdom
2018,109000,Canada
2018,108000,United States
2018,91000,United States
2018,132131,United States
2018,100000,United States
2018,132000,United States
2018,95000,Denmark
2018,155000,United States
2018,145000,Switzerland
2018,85000,United States
2018,36312,New Zealand
2018,80000,United Kingdom
2018,107000,United States
2018,78000,Canada
2018,160000,United States
2018,64477,United States
2018,140000,United States
2018,149000,United States
2018,73000,United States
2018,194000,United States
2018,73000,Canada
2018,105000,United States
2018,115000,United States
2018,56000,Canada
2018,101725,United States
2018,43000,United States
2018,100000,United States
2018,22000,Argentina
2018,73000,United States
2018,71000,Netherlands
2018,98000,United States
2018,90000,United States
2018,96000,United States
2018,628857,New Zealand
2018,110000,United States
2018,84000,United States
2018,60300,United Kingdom
2018,128500,United States
2018,120000,United States
2018,85000,United States
2018,86000,United States
2018,139000,United States
2018,85000,United States
2018,187000,United States
2018,58000,Sweden
2018,140000,United States
2018,82000,United States
2018,133000,United States
2018,60000,United Kingdom
2018,92000,United States
2018,65000,Netherlands
2018,68000,United States
2018,80000,United States
2018,84000,United States
2018,105000,United States
2018,77000,United States
2018,33430.19,Bulgaria
2018,111000,United States
2018,122500,United States
2018,146000,United States
2018,8000,Greece
2018,60000,Costa Rica
2018,54000,United States
2018,76000,United States
2018,45000,Russia
2018,68000,Canada
2018,71650,Canada
2018,177000,United States
2018,62000,United States
2018,154000,United States
2018,65000,United States
2018,57000,United Kingdom
2018,75000,Germany
2018,77000,Italy
2018,60000,United States
2018,80000,United Kingdom
2018,22000,Czech Republic
2018,130000,United States
2018,110000,United States
2018,92000,United States
2018,110000,United States
2018,118000,United States
2018,200000,Australia
2018,97500,United States
2018,135000,United States
2018,56640,Lithuania
2018,59000,United States
2018,30000,Spain
2018,130000,United States
2018,70000,United Kingdom
2018,120000,Canada
2018,30000,Serbia and Montenegro
2018,117000,United States
2018,62000,United States
2018,65000,Saudi Arabia
2018,67000,United States
2018,34821,United Kingdom
2018,61763,Netherlands
2018,125000,United States
2018,24000,Latvia
2018,135000,United States
2018,100000,United States
2018,92500,United States
2018,60000,United States
2018,90000,United States
2018,140000,United States
2018,164000,United States
2018,72000,Turkey
2018,95000,United States
2018,75000,Canada
2018,47219,Sweden
2018,120000,United States
2018,40000,France
2018,60330,United Kingdom
2018,140000,United States
2018,77000,New Zealand
2018,55000,United States
2018,80300,United Kingdom
2018,110000,United States
2018,35000,France
2018,80000,United States
2018,93000,Germany
2018,40000,Poland
2018,65000,United States
2018,26500,Ukraine
2018,76000,Australia
2018,28600,Russia
2018,60000,Jersey
2018,98000,United States
2018,150000,United States
2018,111000,United States
2018,140000,Denmark
2018,105000,United States
2018,960000,United States
2018,117500,United States
2018,82500,United States
2018,95000,United States
2018,122000,United States
2018,70000,United States
2018,55000,United States
2018,45000,Poland
2018,94000,United Kingdom
2018,113000,United States
2018,59500,Germany
2018,127000,United States
2018,46000,Hungary
2018,93000,United States
2018,84000,Australia
2018,111000,Australia
2018,60000,Canada
2018,69000,Australia
2018,75000,United States
2018,260000,United States
2018,71000,United States
2018,110000,United States
2018,121000,United States
2018,100000,United States
2018,93396,Canada
2018,100000,Belgium
2018,62000,New Zealand
2018,135000,Australia
2018,105000,United States
2018,135000,Australia
2018,97263,United States
2018,86000,United States
2018,120000,United States
2018,90000,United States
2018,118000,United States
2018,80500,Australia
2018,155000,United States
2018,120000,Australia
2018,78000,Australia
2018,64000,United States
2018,90000,United States
2018,81000,United States
2018,50000,United States
2018,105000,United States
2018,333000,United States
2018,85000,United States
2018,100000,Canada
2018,180000,United States
2018,120000,Canada
2018,100000,Australia
2018,121000,United States
2018,122000,United States
2018,123673,Australia
2018,85000,United States
2018,144000,Canada
2018,136000,United States
2018,120000,United States
2018,60000,United States
2018,83000,United States
2018,80000,Australia
2018,166000,United States
2018,75000,United States
2018,30000,Russia
2018,115000,United States
2018,95000,Australia
2018,80000,United States
2018,85000,United States
2018,12500,India
2018,165000,United States
2018,10962,Malaysia
2018,103000,United States
2018,70000,Australia
2018,86000,United States
2018,113000,United States
2018,65000,United States
2018,112000,United States
2018,38000,Australia
2018,50000,Australia
2018,30000,Hungary
2018,105000,United States
2018,68000,Austria
2018,16000,Nepal
2018,16000,India
2018,58,Netherlands
2018,45800,Sweden
2018,54832,Austria
2018,80000,South Africa
2018,75000,United Kingdom
2018,17500,Hungary
2018,68000,Israel
2018,70000,United Kingdom
2018,60112,United Kingdom
2018,46000,Croatia
2018,28600,Czech Republic
2018,95000,United Kingdom
2018,54000,United Kingdom
2018,63000,Czech Republic
2018,48000,Netherlands
2018,29000,United Kingdom
2018,41124,United Kingdom
2018,70000,Germany
2018,60000,Brazil
2018,684000,India
2018,63500,United Kingdom
2018,50833,Sweden
2018,49000,Netherlands
2018,40000,United Kingdom
2018,900,Greece
2018,80000,United Kingdom
2018,72247,United Kingdom
2018,12000,Philippines
2018,66000,United Kingdom
2018,95000,New Zealand
2018,50100,Finland
2018,75000,United Kingdom
2018,80200,United Kingdom
2018,80000,United Kingdom
2018,119000,Germany
2018,87000,Norway
2018,7500,Ghana
2018,85000,United States
2018,36500,United Kingdom
2018,60000,United States
2018,58000,Sweden
2018,65000,United Kingdom
2018,66000,United Kingdom
2018,88500,United States
2018,66000,United Kingdom
2018,8230,India
2018,78000,United States
2018,42916,United Kingdom
2018,125000,United States
2018,91400,Denmark
2018,22350,Dominican Republic
2018,5800,Brazil
2018,25000,Bulgaria
2018,149000,United States
2018,96000,United States
2018,115000,United States
2018,75000,Canada
2018,72000,United States
2018,67000,Denmark
2018,280000,United Kingdom
2018,50000,United States
2018,87.83,Denmark
2018,165000,United States
2018,67000,United States
2018,138000,United States
2018,75000,United States
2018,48000,United Kingdom
2018,80000,United States
2018,37538,United Kingdom
2018,115000,United States
2018,84000,United States
2018,84000,United States
2018,33437,United Kingdom
2018,46000,Romania
2018,80000,United States
2018,77500,United States
2018,24000,Russia
2018,135000,United States
2018,93000,United States
2018,144700,United States
2018,71000,United States
2018,97000,United States
2018,13500,Greece
2018,92000,United States
2018,112700,United States
2018,110000,United States
2018,65000,United States
2018,67000,Canada
2018,90000,United States
2018,93000,United States
2018,80000,United States
2018,108000,United States
2018,82000,United States
2018,110700,United States
2018,92000,United States
2018,76000,United States
2018,130000,United States
2018,100000,United States
2018,125000,United States
2018,115000,United States
2018,95207,United States
2018,64179,United Kingdom
2018,78000,United States
2018,64500,Canada
2018,110000,United States
2018,166000,United States
2018,132000,United States
2018,77155,New Zealand
2018,76000,Canada
2018,121500,United Kingdom
2018,66000,Czech Republic
2018,54577,Austria
2018,103000,United States
2018,100000,United States
2018,110000,United States
2018,103520,United States
2018,115000,United States
2018,87000,United States
2018,63330,United States
2018,24000,South Africa
2018,81000,United States
2018,170000,United States
2018,90900,United States
2018,110040,United States
2018,72446,France
2018,130000,United States
2018,80000,United States
2018,115000,United States
2018,120000,United States
2018,110000,United States
2018,145000,United States
2018,81000,United States
2018,95600,United States
2018,67000,United States
2018,185000,United States
2018,120000,United States
2018,217000,United States
2018,80000,Canada
2018,194000,United States
2018,75344,Canada
2018,120000,United States
2018,95000,United States
2018,52000,United States
2018,64000,Sweden
2018,124000,United States
2018,123000,United States
2018,18181,Thailand
2018,30800,India
2018,143000,United States
2018,45000,India
2018,22140,Romania
2018,160000,United States
2018,47573.49,United Kingdom
2018,66000,Netherlands
2018,60500,France
2018,112,Australia
2018,73500,United States
2018,44774,United Kingdom
2018,80000,United Kingdom
2018,52000,Netherlands
2018,87227,Norway
2018,36000,Poland
2018,400000,India
2018,81000,United States
2018,70000,United Kingdom
2018,85000,United States
2018,56000,United Kingdom
2018,95612,United States
2018,28800,Belarus
2018,81000,France
2018,75000,United States
2018,130000,United States
2018,112000,United States
2018,86600,United States
2018,75000,Czech Republic
2018,85000,United States
2018,60000,Germany
2018,46000,United States
2018,103000,United States
2018,97000,United States
2018,63000,United States
2018,105000,United States
2018,125000,United States
2018,95000,United States
2018,115000,United States
2018,135000,United States
2018,90000,United States
2018,118000,United States
2018,65000,Portugal
2018,77650,United States
2018,125000,United States
2018,130000,United States
2018,110000,United States
2018,75000,United States
2018,150000,United States
2018,75000,United States
2018,100000,United States
2018,114000,United States
2018,99600,United States
2018,76000,Germany
2018,121000,United States
2018,81000,United States
2018,175000,United States
2018,87000,United States
2018,125000,United States
2018,100000,United States
2018,20000,Bulgaria
2018,107500,United States
2018,92000,Canada
2018,90000,United Kingdom
2018,69000,United States
2018,98000,United States
2018,90000,United States
2018,100000,United States
2018,83000,Germany
2018,135000,United States
2018,96000,United States
2018,99500,United States
2018,120000,United States
2018,106000,United States
2018,50000,Mexico
2018,106000,United States
2018,54432,Saudi Arabia
2018,101000,United States
2018,148000,United States
2018,85000,Romania
2018,130000,Germany
2018,75000,United States
2018,800000,Germany
2018,150000,United States
2018,195000,United States
2018,90000,United States
2018,111000,United States
2018,108000,United States
2018,50000,United States
2018,180000,United States
2018,155000,United States
2018,80000,United States
2018,96000,Denmark
2018,140000,United States
2018,100000,United States
2018,205000,United States
2018,89750,United States
2018,45000,Italy
2018,160000,United States
2018,122000,United States
2018,153000,United States
2018,110000,United States
2018,16000,India
2018,66000,Sweden
2018,89000,Netherlands
2018,120000,United States
2018,132000,United States
2018,115000,United States
2018,37000,Ukraine
2018,100000,United States
2018,15600,Latvia
2018,132000,United States
2018,95000,United States
2018,135000,United States
2018,95000,United States
2018,124000,United States
2018,100000,United States
2018,56315,Australia
2018,70000,United States
2018,135000,United States
2018,31000,India
2018,624.8,India
2018,12000,Brazil
2018,81600,United States
2018,87000,United States
2018,101000,United States
2018,131700,United States
2018,75000,United States
2018,106000,United States
2018,100000,United States
2018,117031,United States
2018,17333,Uruguay
2018,104000,United States
2018,65000,United States
2018,86000,United States
2018,95000,United States
2018,169000,United Kingdom
2018,125000,United States
2018,88000,United States
2018,132387,United States
2018,168000,United States
2018,80000,United States
2018,110000,United States
2018,120000,United States
2018,68000,United States
2018,113000,United States
2018,116000,United States
2018,95000,United States
2018,64000,South Africa
2018,117000,United States
2018,136500,United States
2018,300000,United States
2018,123000,United States
2018,100000,United States
2018,103000,United States
2018,100000,United States
2018,120000,United States
2018,130000,United States
2018,110000,United States
2018,97000,Switzerland
2018,98000,United States
2018,7800,Sweden
2018,88000,United States
2018,49000,Sweden
2018,120000,United States
2018,89000,United States
2018,120000,United States
2018,87000,United States
2018,105000,United States
2018,107000,United States
2018,81000,United States
2018,76500,United States
2018,140000,United States
2018,120000,United States
2018,91000,United States
2018,116000,United States
2018,116340,United States
2018,70000,United States
2018,75000,United States
2018,65000,United States
2018,115500,United States
2018,133817,United Kingdom
2018,77855,United States
2018,95000,United States
2018,80000,United States
2018,55000,United States
2018,109000,United States
2018,114000,United States
2018,113000,United States
2018,65000,United States
2018,80000,United States
2018,90000,United States
2018,67000,Sweden
2018,95000,United States
2018,100000,United States
2018,32000,United Kingdom
2018,115000,United States
2018,110000,United States
2018,155000,United States
2018,85000,United States
2018,110000,United States
2018,105000,United States
2018,85000,United States
2018,56000,United States
2018,120000,United States
2018,133000,United States
2018,99000,United States
2018,85000,United States
2018,114000,United States
2018,40000,United States
2018,90000,United States
2018,157000,United States
2018,45000,Malta
2018,77000,Germany
2018,145000,United States
2018,80000,United States
2018,62000,United States
2018,87700,United States
2018,132500,United States
2018,95000,United States
2018,82000,Canada
2018,85000,Australia
2018,100000,Canada
2018,92000,Australia
2018,107500,United States
2018,78600,Australia
2018,133010,United States
2018,50000,Australia
2018,115000,United States
2018,123000,United States
2018,120000,United States
2018,75000,United States
2018,83000,United States
2018,93000,United States
2018,103000,United States
2018,71800,Sweden
2018,20000,Serbia and Montenegro
2018,55000,Italy
2018,40000,Bulgaria
2018,44892,United Kingdom
2018,57351,United Kingdom
2018,80000,Jersey
2018,40000,Netherlands
2018,53600,United Kingdom
2018,60332,United Arab Emirates
2018,0,Canada
2018,49591,United Kingdom
2018,84000,Singapore
2018,13000,Jordan
2018,109500,United States
2018,100000,United States
2018,117920,Saudi Arabia
2018,125000,United States
2018,65000,United States
2018,86000,United States
2018,125000,United States
2018,105000,United States
2018,5000,India
2018,150000,United States
2018,105000,United States
2018,140394,United States
2018,91000,United States
2018,57000,United Kingdom
2018,121000,United States
2018,150000,United States
2018,86000,United States
2018,115000,United States
2018,90000,United States
2018,345000,United States
2018,95000,United States
2018,158200,United States
2018,75000,United States
2018,100000,United States
2018,175000,United States
2018,95000,United States
2018,150000,United States
2018,85000,United States
2018,123000,United States
2018,152000,United States
2018,120000,United States
2018,120000,United States
2018,120000,United States
2018,120000,United States
2018,95000,United States
2018,120000,United States
2018,52256,United Kingdom
2018,60000,United States
2018,97500,United States
2018,138000,United States
2018,125000,United States
2018,76000,United States
2018,43000,United Kingdom
2018,135000,United States
2018,38000,United Kingdom
2018,117000,United States
2018,17500,Turkey
2018,151000,United States
2018,31000,Argentina
2018,20000,Ukraine
2018,135000,United States
2018,87000,United States
2018,130000,United States
2018,108000,United States
2018,130000,United States
2018,114000,United Kingdom
2018,64000,United States
2018,100000,United States
2018,104000,United States
2018,85544,United States
2018,35100,Guatemala
2018,120000,United States
2018,95000,United States
2018,32000,United Kingdom
2018,9360,India
2018,61386,United Kingdom
2018,62000,Italy
2018,65000,United Kingdom
2018,220000,United States
2018,131000,United States
2018,95000,United States
2018,53460,United Kingdom
2018,70000,United States
2018,110000,United States
2018,97000,United States
2018,30000,Russia
2018,128000,United States
2018,140000,United States
2018,86500,United States
2018,136000,United States
2018,135000,United States
2018,73840,United States
2018,98000,United States
2018,63000,United States
2018,100000,United States
2018,99000,United States
2018,60000,United States
2018,47000,France
2018,124000,United States
2018,90000,United States
2018,102232,United States
2018,124000,United States
2018,115000,United States
2018,130000,United States
2018,86000,United States
2018,94500,United States
2018,42100,Mexico
2018,10095,Colombia
2018,85585,Australia
2018,123000,United States
2018,188000,United States
2018,110000,United States
2018,80000,United States
2018,124000,United States
2018,30000,Ukraine
2018,44000,Spain
2018,35000,Russia
2018,54000,Spain
2018,65105,United Kingdom
2018,37260,Romania
2018,100000,United States
2018,65000,United States
2018,54100,United Kingdom
2018,87324,France
2018,78000,United States
2018,187500,United States
2018,98000,United States
2018,63000,United States
2018,90000,United States
2018,180000,United States
2018,150000,United States
2018,110000,United States
2018,105000,United States
2018,100000,Uganda
2018,120000,United States
2018,93000,United States
2018,50000,United States
2018,127000,United States
